Year,Area,Party,Candidate votes,Total votes,Vote share
2020,Texas,Republican,4685047,8969226,0.5223468557933538
2017,Utah,Democrat,310674,1131317,0.2746126859226901
2018,Utah,Democrat,310674,1131317,0.2746126859226901
2019,Utah,Democrat,310674,1131317,0.2746126859226901
2020,Utah,Democrat,310674,1131317,0.2746126859226901
2017,Utah,Other,305432,1131317,0.2699791481963057
2018,Utah,Other,305432,1131317,0.2699791481963057
2019,Utah,Other,305432,1131317,0.2699791481963057
2020,Utah,Other,305432,1131317,0.2699791481963057
2017,Utah,Republican,515211,1131317,0.4554081658810042
2018,Utah,Republican,515211,1131317,0.4554081658810042
2019,Utah,Republican,515211,1131317,0.4554081658810042
2020,Utah,Republican,515211,1131317,0.4554081658810042
2017,Vermont,Democrat,178573,320467,0.5572274212321393
2018,Vermont,Democrat,178573,320467,0.5572274212321393
2019,Vermont,Democrat,178573,320467,0.5572274212321393
2020,Vermont,Democrat,178573,320467,0.5572274212321393
2017,Vermont,Other,46525,320467,0.14517875475477973
2018,Vermont,Other,46525,320467,0.14517875475477973
2019,Vermont,Other,46525,320467,0.14517875475477973
2020,Vermont,Other,46525,320467,0.14517875475477973
2017,Vermont,Republican,95369,320467,0.29759382401308093
2018,Vermont,Republican,95369,320467,0.29759382401308093
2019,Vermont,Republican,95369,320467,0.29759382401308093
2020,Vermont,Republican,95369,320467,0.29759382401308093
2017,Virginia,Democrat,1981473,3982752,0.49751352833417695
2018,Virginia,Democrat,1981473,3982752,0.49751352833417695
2019,Virginia,Democrat,1981473,3982752,0.49751352833417695
2020,Virginia,Democrat,1981473,3982752,0.49751352833417695
2017,Virginia,Other,231836,3982752,0.05821000152658262
2018,Virginia,Other,231836,3982752,0.05821000152658262
2019,Virginia,Other,231836,3982752,0.05821000152658262
2020,Virginia,Other,231836,3982752,0.05821000152658262
2017,Virginia,Republican,1769443,3982752,0.44427647013924043
2018,Virginia,Republican,1769443,3982752,0.44427647013924043
2019,Virginia,Republican,1769443,3982752,0.44427647013924043
2020,Virginia,Republican,1769443,3982752,0.44427647013924043
2017,Washington,Democrat,1742718,3317019,0.5253868006182659
2018,Washington,Democrat,1742718,3317019,0.5253868006182659
2019,Washington,Democrat,1742718,3317019,0.5253868006182659
2020,Washington,Democrat,1742718,3317019,0.5253868006182659
2017,Washington,Other,352554,3317019,0.10628639751535943
2018,Washington,Other,352554,3317019,0.10628639751535943
2019,Washington,Other,352554,3317019,0.10628639751535943
2020,Washington,Other,352554,3317019,0.10628639751535943
2017,Washington,Republican,1221747,3317019,0.3683268018663746
2018,Washington,Republican,1221747,3317019,0.3683268018663746
2019,Washington,Republican,1221747,3317019,0.3683268018663746
2020,Washington,Republican,1221747,3317019,0.3683268018663746
2017,West Virginia,Democrat,188794,713051,0.26476928017771517
2018,West Virginia,Democrat,188794,713051,0.26476928017771517
2019,West Virginia,Democrat,188794,713051,0.26476928017771517
2020,West Virginia,Democrat,188794,713051,0.26476928017771517
2017,West Virginia,Other,34886,713051,0.04892497170609115
2018,West Virginia,Other,34886,713051,0.04892497170609115
2019,West Virginia,Other,34886,713051,0.04892497170609115
2020,West Virginia,Other,34886,713051,0.04892497170609115
2017,West Virginia,Republican,489371,713051,0.6863057481161936
2018,West Virginia,Republican,489371,713051,0.6863057481161936
2019,West Virginia,Republican,489371,713051,0.6863057481161936
2020,West Virginia,Republican,489371,713051,0.6863057481161936
2017,Wisconsin,Democrat,1382536,2976150,0.4645384137224266
2018,Wisconsin,Democrat,1382536,2976150,0.4645384137224266
2019,Wisconsin,Democrat,1382536,2976150,0.4645384137224266
2020,Wisconsin,Democrat,1382536,2976150,0.4645384137224266
2017,Wisconsin,Other,188330,2976150,0.06327974060447222
2018,Wisconsin,Other,188330,2976150,0.06327974060447222
2019,Wisconsin,Other,188330,2976150,0.06327974060447222
2020,Wisconsin,Other,188330,2976150,0.06327974060447222
2017,Wisconsin,Republican,1405284,2976150,0.4721818456731012
2018,Wisconsin,Republican,1405284,2976150,0.4721818456731012
2019,Wisconsin,Republican,1405284,2976150,0.4721818456731012
2020,Wisconsin,Republican,1405284,2976150,0.4721818456731012
2017,Wyoming,Democrat,55973,258788,0.2162890087639303
2018,Wyoming,Democrat,55973,258788,0.2162890087639303
2019,Wyoming,Democrat,55973,258788,0.2162890087639303
2020,Wyoming,Democrat,55973,258788,0.2162890087639303
2017,Wyoming,Other,28396,258788,0.10972688068998562
2018,Wyoming,Other,28396,258788,0.10972688068998562
2019,Wyoming,Other,28396,258788,0.10972688068998562
2020,Wyoming,Other,28396,258788,0.10972688068998562
2017,Wyoming,Republican,174419,258788,0.6739841105460841
2018,Wyoming,Republican,174419,258788,0.6739841105460841
2019,Wyoming,Republican,174419,258788,0.6739841105460841
2020,Wyoming,Republican,174419,258788,0.6739841105460841
2021,Alabama,Democrat,849624,2323282,0.36569990212122333
2022,Alabama,Democrat,849624,2323282,0.36569990212122333
2023,Alabama,Democrat,849624,2323282,0.36569990212122333
2024,Alabama,Democrat,849624,2323282,0.36569990212122333
2021,Alabama,Other,32488,2323282,0.013983666210128603
2022,Alabama,Other,32488,2323282,0.013983666210128603
2023,Alabama,Other,32488,2323282,0.013983666210128603
2024,Alabama,Other,32488,2323282,0.013983666210128603
2021,Alabama,Republican,1441170,2323282,0.620316431668648
2022,Alabama,Republican,1441170,2323282,0.620316431668648
2023,Alabama,Republican,1441170,2323282,0.620316431668648
2024,Alabama,Republican,1441170,2323282,0.620316431668648
2021,Alaska,Democrat,153778,359530,0.42771952271020497
2022,Alaska,Democrat,153778,359530,0.42771952271020497
2023,Alaska,Democrat,153778,359530,0.42771952271020497
2024,Alaska,Democrat,153778,359530,0.42771952271020497
2021,Alaska,Other,15801,359530,0.04394904458598726
2022,Alaska,Other,15801,359530,0.04394904458598726
2023,Alaska,Other,15801,359530,0.04394904458598726
2024,Alaska,Other,15801,359530,0.04394904458598726
2021,Alaska,Republican,189951,359530,0.5283314327038078
2022,Alaska,Republican,189951,359530,0.5283314327038078
2023,Alaska,Republican,189951,359530,0.5283314327038078
2024,Alaska,Republican,189951,359530,0.5283314327038078
2021,Arizona,Democrat,1672143,3387326,0.49364690614366613
2022,Arizona,Democrat,1672143,3387326,0.49364690614366613
2023,Arizona,Democrat,1672143,3387326,0.49364690614366613
2024,Arizona,Democrat,1672143,3387326,0.49364690614366613
2021,Arizona,Other,53497,3387326,0.015793283551686493
2022,Arizona,Other,53497,3387326,0.015793283551686493
2023,Arizona,Other,53497,3387326,0.015793283551686493
2024,Arizona,Other,53497,3387326,0.015793283551686493
2021,Arizona,Republican,1661686,3387326,0.4905598103046474
2022,Arizona,Republican,1661686,3387326,0.4905598103046474
2023,Arizona,Republican,1661686,3387326,0.4905598103046474
2024,Arizona,Republican,1661686,3387326,0.4905598103046474
2021,Arkansas,Democrat,423932,1219069,0.34775061953014963
2022,Arkansas,Democrat,423932,1219069,0.34775061953014963
2023,Arkansas,Democrat,423932,1219069,0.34775061953014963
2024,Arkansas,Democrat,423932,1219069,0.34775061953014963
2021,Arkansas,Other,34490,1219069,0.028292081908407152
2022,Arkansas,Other,34490,1219069,0.028292081908407152
2023,Arkansas,Other,34490,1219069,0.028292081908407152
2024,Arkansas,Other,34490,1219069,0.028292081908407152
2021,Arkansas,Republican,760647,1219069,0.6239572985614432
2022,Arkansas,Republican,760647,1219069,0.6239572985614432
2023,Arkansas,Republican,760647,1219069,0.6239572985614432
2024,Arkansas,Republican,760647,1219069,0.6239572985614432
2021,California,Democrat,11110250,17500881,0.6348394689387351
2022,California,Democrat,11110250,17500881,0.6348394689387351
2023,California,Democrat,11110250,17500881,0.6348394689387351
2024,California,Democrat,11110250,17500881,0.6348394689387351
2021,California,Other,384202,17500881,0.021953294808415645
2022,California,Other,384202,17500881,0.021953294808415645
2023,California,Other,384202,17500881,0.021953294808415645
2024,California,Other,384202,17500881,0.021953294808415645
2021,California,Republican,6006429,17500881,0.3432072362528492
2022,California,Republican,6006429,17500881,0.3432072362528492
2023,California,Republican,6006429,17500881,0.3432072362528492
2024,California,Republican,6006429,17500881,0.3432072362528492
2021,Colorado,Democrat,1804352,3279980,0.5501106714065329
2022,Colorado,Democrat,1804352,3279980,0.5501106714065329
2023,Colorado,Democrat,1804352,3279980,0.5501106714065329
2024,Colorado,Democrat,1804352,3279980,0.5501106714065329
2021,Colorado,Other,111021,3279980,0.033848072244342955
2022,Colorado,Other,111021,3279980,0.033848072244342955
2023,Colorado,Other,111021,3279980,0.033848072244342955
2024,Colorado,Other,111021,3279980,0.033848072244342955
2021,Colorado,Republican,1364607,3279980,0.4160412563491241
2022,Colorado,Republican,1364607,3279980,0.4160412563491241
2023,Colorado,Republican,1364607,3279980,0.4160412563491241
2024,Colorado,Republican,1364607,3279980,0.4160412563491241
2021,Connecticut,Democrat,1080831,1823857,0.5926073151568352
2022,Connecticut,Democrat,1080831,1823857,0.5926073151568352
2023,Connecticut,Democrat,1080831,1823857,0.5926073151568352
2024,Connecticut,Democrat,1080831,1823857,0.5926073151568352
2021,Connecticut,Other,28309,1823857,0.015521501959857598
2022,Connecticut,Other,28309,1823857,0.015521501959857598
2023,Connecticut,Other,28309,1823857,0.015521501959857598
2024,Connecticut,Other,28309,1823857,0.015521501959857598
2021,Connecticut,Republican,714717,1823857,0.3918711828833072
2022,Connecticut,Republican,714717,1823857,0.3918711828833072
2023,Connecticut,Republican,714717,1823857,0.3918711828833072
2024,Connecticut,Republican,714717,1823857,0.3918711828833072
2021,Delaware,Democrat,296268,504346,0.5874300579364167
2022,Delaware,Democrat,296268,504346,0.5874300579364167
2023,Delaware,Democrat,296268,504346,0.5874300579364167
2024,Delaware,Democrat,296268,504346,0.5874300579364167
2021,Delaware,Other,7475,504346,0.014821174352527828
2022,Delaware,Other,7475,504346,0.014821174352527828
2023,Delaware,Other,7475,504346,0.014821174352527828
2024,Delaware,Other,7475,504346,0.014821174352527828
2021,Delaware,Republican,200603,504346,0.3977487677110555
2022,Delaware,Republican,200603,504346,0.3977487677110555
2023,Delaware,Republican,200603,504346,0.3977487677110555
2024,Delaware,Republican,200603,504346,0.3977487677110555
2021,District of Columbia,Democrat,317323,344356,0.9214969392140692
2022,District of Columbia,Democrat,317323,344356,0.9214969392140692
2023,District of Columbia,Democrat,317323,344356,0.9214969392140692
2024,District of Columbia,Democrat,317323,344356,0.9214969392140692
2021,District of Columbia,Other,8447,344356,0.02452984701878289
2022,District of Columbia,Other,8447,344356,0.02452984701878289
2023,District of Columbia,Other,8447,344356,0.02452984701878289
2024,District of Columbia,Other,8447,344356,0.02452984701878289
2021,District of Columbia,Republican,18586,344356,0.05397321376714795
2022,District of Columbia,Republican,18586,344356,0.05397321376714795
2023,District of Columbia,Republican,18586,344356,0.05397321376714795
2024,District of Columbia,Republican,18586,344356,0.05397321376714795
2021,Florida,Democrat,5297045,11067456,0.47861450725442234
2022,Florida,Democrat,5297045,11067456,0.47861450725442234
2023,Florida,Democrat,5297045,11067456,0.47861450725442234
2024,Florida,Democrat,5297045,11067456,0.47861450725442234
2021,Florida,Other,101680,11067456,0.00918729652053733
2022,Florida,Other,101680,11067456,0.00918729652053733
2023,Florida,Other,101680,11067456,0.00918729652053733
2024,Florida,Other,101680,11067456,0.00918729652053733
2021,Florida,Republican,5668731,11067456,0.5121981962250404
2022,Florida,Republican,5668731,11067456,0.5121981962250404
2023,Florida,Republican,5668731,11067456,0.5121981962250404
2024,Florida,Republican,5668731,11067456,0.5121981962250404
2021,Georgia,Democrat,2473633,4999960,0.49473055784446274
2022,Georgia,Democrat,2473633,4999960,0.49473055784446274
2023,Georgia,Democrat,2473633,4999960,0.49473055784446274
2024,Georgia,Democrat,2473633,4999960,0.49473055784446274
2021,Georgia,Other,64473,4999960,0.01289470315762526
2022,Georgia,Other,64473,4999960,0.01289470315762526
2023,Georgia,Other,64473,4999960,0.01289470315762526
2024,Georgia,Other,64473,4999960,0.01289470315762526
2021,Georgia,Republican,2461854,4999960,0.492374738997912
2022,Georgia,Republican,2461854,4999960,0.492374738997912
2023,Georgia,Republican,2461854,4999960,0.492374738997912
2024,Georgia,Republican,2461854,4999960,0.492374738997912
2021,Hawaii,Democrat,366130,579784,0.6314937976901742
2022,Hawaii,Democrat,366130,579784,0.6314937976901742
2023,Hawaii,Democrat,366130,579784,0.6314937976901742
2024,Hawaii,Democrat,366130,579784,0.6314937976901742
2021,Hawaii,Other,16790,579784,0.028959060615677563
2022,Hawaii,Other,16790,579784,0.028959060615677563
2023,Hawaii,Other,16790,579784,0.028959060615677563
2024,Hawaii,Other,16790,579784,0.028959060615677563
2021,Hawaii,Republican,196864,579784,0.3395471416941482
2022,Hawaii,Republican,196864,579784,0.3395471416941482
2023,Hawaii,Republican,196864,579784,0.3395471416941482
2024,Hawaii,Republican,196864,579784,0.3395471416941482
2021,Idaho,Democrat,287021,868014,0.33066402154803953
2022,Idaho,Democrat,287021,868014,0.33066402154803953
2023,Idaho,Democrat,287021,868014,0.33066402154803953
2024,Idaho,Democrat,287021,868014,0.33066402154803953
2021,Idaho,Other,26874,868014,0.030960330132924124
2022,Idaho,Other,26874,868014,0.030960330132924124
2023,Idaho,Other,26874,868014,0.030960330132924124
2024,Idaho,Other,26874,868014,0.030960330132924124
2021,Idaho,Republican,554119,868014,0.6383756483190364
2022,Idaho,Republican,554119,868014,0.6383756483190364
2023,Idaho,Republican,554119,868014,0.6383756483190364
2024,Idaho,Republican,554119,868014,0.6383756483190364
2021,Illinois,Democrat,3471915,6033743,0.5754164537667581
2022,Illinois,Democrat,3471915,6033743,0.5754164537667581
2023,Illinois,Democrat,3471915,6033743,0.5754164537667581
2024,Illinois,Democrat,3471915,6033743,0.5754164537667581
2021,Illinois,Other,114937,6033743,0.01904903805150468
2022,Illinois,Other,114937,6033743,0.01904903805150468
2023,Illinois,Other,114937,6033743,0.01904903805150468
2024,Illinois,Other,114937,6033743,0.01904903805150468
2021,Illinois,Republican,2446891,6033743,0.40553450818173725
2022,Illinois,Republican,2446891,6033743,0.40553450818173725
2023,Illinois,Republican,2446891,6033743,0.40553450818173725
2024,Illinois,Republican,2446891,6033743,0.40553450818173725
2021,Indiana,Democrat,1242416,3033118,0.4096167705971215
2022,Indiana,Democrat,1242416,3033118,0.4096167705971215
2023,Indiana,Democrat,1242416,3033118,0.4096167705971215
2024,Indiana,Democrat,1242416,3033118,0.4096167705971215
2021,Indiana,Other,61183,3033118,0.020171651745827232
2022,Indiana,Other,61183,3033118,0.020171651745827232
2023,Indiana,Other,61183,3033118,0.020171651745827232
2024,Indiana,Other,61183,3033118,0.020171651745827232
2021,Indiana,Republican,1729519,3033118,0.5702115776570512
2022,Indiana,Republican,1729519,3033118,0.5702115776570512
2023,Indiana,Republican,1729519,3033118,0.5702115776570512
2024,Indiana,Republican,1729519,3033118,0.5702115776570512
2021,Iowa,Democrat,759061,1700130,0.4464723285866375
2022,Iowa,Democrat,759061,1700130,0.4464723285866375
2023,Iowa,Democrat,759061,1700130,0.4464723285866375
2024,Iowa,Democrat,759061,1700130,0.4464723285866375
2021,Iowa,Other,43397,1700130,0.025525695093904583
2022,Iowa,Other,43397,1700130,0.025525695093904583
2023,Iowa,Other,43397,1700130,0.025525695093904583
2024,Iowa,Other,43397,1700130,0.025525695093904583
2021,Iowa,Republican,897672,1700130,0.5280019763194579
2022,Iowa,Republican,897672,1700130,0.5280019763194579
2023,Iowa,Republican,897672,1700130,0.5280019763194579
2024,Iowa,Republican,897672,1700130,0.5280019763194579
2021,Kansas,Democrat,570323,1372303,0.41559553538832167
2022,Kansas,Democrat,570323,1372303,0.41559553538832167
2023,Kansas,Democrat,570323,1372303,0.41559553538832167
2024,Kansas,Democrat,570323,1372303,0.41559553538832167
2021,Kansas,Other,30574,1372303,0.022279336269030964
2022,Kansas,Other,30574,1372303,0.022279336269030964
2023,Kansas,Other,30574,1372303,0.022279336269030964
2024,Kansas,Other,30574,1372303,0.022279336269030964
2021,Kansas,Republican,771406,1372303,0.5621251283426474
2022,Kansas,Republican,771406,1372303,0.5621251283426474
2023,Kansas,Republican,771406,1372303,0.5621251283426474
2024,Kansas,Republican,771406,1372303,0.5621251283426474
2021,Kentucky,Democrat,772474,2136768,0.3615151481115404
2022,Kentucky,Democrat,772474,2136768,0.3615151481115404
2023,Kentucky,Democrat,772474,2136768,0.3615151481115404
2024,Kentucky,Democrat,772474,2136768,0.3615151481115404
2021,Kentucky,Other,37648,2136768,0.017619133195555158
2022,Kentucky,Other,37648,2136768,0.017619133195555158
2023,Kentucky,Other,37648,2136768,0.017619133195555158
2024,Kentucky,Other,37648,2136768,0.017619133195555158
2021,Kentucky,Republican,1326646,2136768,0.6208657186929044
2022,Kentucky,Republican,1326646,2136768,0.6208657186929044
2023,Kentucky,Republican,1326646,2136768,0.6208657186929044
2024,Kentucky,Republican,1326646,2136768,0.6208657186929044
2021,Louisiana,Democrat,856034,2148062,0.39851456801526214
2022,Louisiana,Democrat,856034,2148062,0.39851456801526214
2023,Louisiana,Democrat,856034,2148062,0.39851456801526214
2024,Louisiana,Democrat,856034,2148062,0.39851456801526214
2021,Louisiana,Other,36252,2148062,0.01687660784465253
2022,Louisiana,Other,36252,2148062,0.01687660784465253
2023,Louisiana,Other,36252,2148062,0.01687660784465253
2024,Louisiana,Other,36252,2148062,0.01687660784465253
2021,Louisiana,Republican,1255776,2148062,0.5846088241400853
2022,Louisiana,Republican,1255776,2148062,0.5846088241400853
2023,Louisiana,Republican,1255776,2148062,0.5846088241400853
2024,Louisiana,Republican,1255776,2148062,0.5846088241400853
2021,Maine,Democrat,435072,828305,0.5252557934577239
2022,Maine,Democrat,435072,828305,0.5252557934577239
2023,Maine,Democrat,435072,828305,0.5252557934577239
2024,Maine,Democrat,435072,828305,0.5252557934577239
2021,Maine,Other,32496,828305,0.03923192543809346
2022,Maine,Other,32496,828305,0.03923192543809346
2023,Maine,Other,32496,828305,0.03923192543809346
2024,Maine,Other,32496,828305,0.03923192543809346
2021,Maine,Republican,360737,828305,0.43551228110418266
2022,Maine,Republican,360737,828305,0.43551228110418266
2023,Maine,Republican,360737,828305,0.43551228110418266
2024,Maine,Republican,360737,828305,0.43551228110418266
2021,Maryland,Democrat,1985023,3037030,0.6536066486007711
2022,Maryland,Democrat,1985023,3037030,0.6536066486007711
2023,Maryland,Democrat,1985023,3037030,0.6536066486007711
2024,Maryland,Democrat,1985023,3037030,0.6536066486007711
2021,Maryland,Other,75593,3037030,0.024890435721741308
2022,Maryland,Other,75593,3037030,0.024890435721741308
2023,Maryland,Other,75593,3037030,0.024890435721741308
2024,Maryland,Other,75593,3037030,0.024890435721741308
2021,Maryland,Republican,976414,3037030,0.32150291567748757
2022,Maryland,Republican,976414,3037030,0.32150291567748757
2023,Maryland,Republican,976414,3037030,0.32150291567748757
2024,Maryland,Republican,976414,3037030,0.32150291567748757
2021,Massachusetts,Democrat,2382202,3658005,0.6512298370286536
2022,Massachusetts,Democrat,2382202,3658005,0.6512298370286536
2023,Massachusetts,Democrat,2382202,3658005,0.6512298370286536
2024,Massachusetts,Democrat,2382202,3658005,0.6512298370286536
2021,Massachusetts,Other,108601,3658005,0.02968858708503679
2022,Massachusetts,Other,108601,3658005,0.02968858708503679
2023,Massachusetts,Other,108601,3658005,0.02968858708503679
2024,Massachusetts,Other,108601,3658005,0.02968858708503679
2021,Massachusetts,Republican,1167202,3658005,0.3190815758863096
2022,Massachusetts,Republican,1167202,3658005,0.3190815758863096
2023,Massachusetts,Republican,1167202,3658005,0.3190815758863096
2024,Massachusetts,Republican,1167202,3658005,0.3190815758863096
2021,Michigan,Democrat,2804040,5539302,0.5062081829082437
2022,Michigan,Democrat,2804040,5539302,0.5062081829082437
2023,Michigan,Democrat,2804040,5539302,0.5062081829082437
2024,Michigan,Democrat,2804040,5539302,0.5062081829082437
2021,Michigan,Other,85410,5539302,0.015418910180380127
2022,Michigan,Other,85410,5539302,0.015418910180380127
2023,Michigan,Other,85410,5539302,0.015418910180380127
2024,Michigan,Other,85410,5539302,0.015418910180380127
2021,Michigan,Republican,2649852,5539302,0.4783729069113762
2022,Michigan,Republican,2649852,5539302,0.4783729069113762
2023,Michigan,Republican,2649852,5539302,0.4783729069113762
2024,Michigan,Republican,2649852,5539302,0.4783729069113762
2021,Minnesota,Democrat,1717077,3277171,0.5239509930974001
2022,Minnesota,Democrat,1717077,3277171,0.5239509930974001
2023,Minnesota,Democrat,1717077,3277171,0.5239509930974001
2024,Minnesota,Democrat,1717077,3277171,0.5239509930974001
2021,Minnesota,Other,76029,3277171,0.023199582810906113
2022,Minnesota,Other,76029,3277171,0.023199582810906113
2023,Minnesota,Other,76029,3277171,0.023199582810906113
2024,Minnesota,Other,76029,3277171,0.023199582810906113
2021,Minnesota,Republican,1484065,3277171,0.4528494240916937
2022,Minnesota,Republican,1484065,3277171,0.4528494240916937
2023,Minnesota,Republican,1484065,3277171,0.4528494240916937
2024,Minnesota,Republican,1484065,3277171,0.4528494240916937
2021,Mississippi,Democrat,539398,1313759,0.41057606455978607
2022,Mississippi,Democrat,539398,1313759,0.41057606455978607
2023,Mississippi,Democrat,539398,1313759,0.41057606455978607
2024,Mississippi,Democrat,539398,1313759,0.41057606455978607
2021,Mississippi,Other,17597,1313759,0.013394389686388447
2022,Mississippi,Other,17597,1313759,0.013394389686388447
2023,Mississippi,Other,17597,1313759,0.013394389686388447
2024,Mississippi,Other,17597,1313759,0.013394389686388447
2021,Mississippi,Republican,756764,1313759,0.5760295457538255
2022,Mississippi,Republican,756764,1313759,0.5760295457538255
2023,Mississippi,Republican,756764,1313759,0.5760295457538255
2024,Mississippi,Republican,756764,1313759,0.5760295457538255
2021,Missouri,Democrat,1253014,3025962,0.4140878173618836
2022,Missouri,Democrat,1253014,3025962,0.4140878173618836
2023,Missouri,Democrat,1253014,3025962,0.4140878173618836
2024,Missouri,Democrat,1253014,3025962,0.4140878173618836
2021,Missouri,Other,54212,3025962,0.017915624849221504
2022,Missouri,Other,54212,3025962,0.017915624849221504
2023,Missouri,Other,54212,3025962,0.017915624849221504
2024,Missouri,Other,54212,3025962,0.017915624849221504
2021,Missouri,Republican,1718736,3025962,0.5679965577888949
2022,Missouri,Republican,1718736,3025962,0.5679965577888949
2023,Missouri,Republican,1718736,3025962,0.5679965577888949
2024,Missouri,Republican,1718736,3025962,0.5679965577888949
2021,Montana,Democrat,244786,603674,0.4054936936160908
2022,Montana,Democrat,244786,603674,0.4054936936160908
2023,Montana,Democrat,244786,603674,0.4054936936160908
2024,Montana,Democrat,244786,603674,0.4054936936160908
2021,Montana,Other,15286,603674,0.02532161398370644
2022,Montana,Other,15286,603674,0.02532161398370644
2023,Montana,Other,15286,603674,0.02532161398370644
2024,Montana,Other,15286,603674,0.02532161398370644
2021,Montana,Republican,343602,603674,0.5691846924002028
2022,Montana,Republican,343602,603674,0.5691846924002028
2023,Montana,Republican,343602,603674,0.5691846924002028
2024,Montana,Republican,343602,603674,0.5691846924002028
2021,Nebraska,Democrat,374583,956383,0.39166630941787967
2022,Nebraska,Democrat,374583,956383,0.39166630941787967
2023,Nebraska,Democrat,374583,956383,0.39166630941787967
2024,Nebraska,Democrat,374583,956383,0.39166630941787967
2021,Nebraska,Other,24954,956383,0.026092057261578257
2022,Nebraska,Other,24954,956383,0.026092057261578257
2023,Nebraska,Other,24954,956383,0.026092057261578257
2024,Nebraska,Other,24954,956383,0.026092057261578257
2021,Nebraska,Republican,556846,956383,0.5822416333205421
2022,Nebraska,Republican,556846,956383,0.5822416333205421
2023,Nebraska,Republican,556846,956383,0.5822416333205421
2024,Nebraska,Republican,556846,956383,0.5822416333205421
2021,Nevada,Democrat,703486,1405376,0.5005678195728402
2022,Nevada,Democrat,703486,1405376,0.5005678195728402
2023,Nevada,Democrat,703486,1405376,0.5005678195728402
2024,Nevada,Democrat,703486,1405376,0.5005678195728402
2021,Nevada,Other,32000,1405376,0.022769707181565645
2022,Nevada,Other,32000,1405376,0.022769707181565645
2023,Nevada,Other,32000,1405376,0.022769707181565645
2024,Nevada,Other,32000,1405376,0.022769707181565645
2021,Nevada,Republican,669890,1405376,0.4766624732455941
2022,Nevada,Republican,669890,1405376,0.4766624732455941
2023,Nevada,Republican,669890,1405376,0.4766624732455941
2024,Nevada,Republican,669890,1405376,0.4766624732455941
2021,New Hampshire,Democrat,424921,806182,0.5270782528014766
2022,New Hampshire,Democrat,424921,806182,0.5270782528014766
2023,New Hampshire,Democrat,424921,806182,0.5270782528014766
2024,New Hampshire,Democrat,424921,806182,0.5270782528014766
2021,New Hampshire,Other,15607,806182,0.019359152151747373
2022,New Hampshire,Other,15607,806182,0.019359152151747373
2023,New Hampshire,Other,15607,806182,0.019359152151747373
2024,New Hampshire,Other,15607,806182,0.019359152151747373
2021,New Hampshire,Republican,365654,806182,0.45356259504677604
2022,New Hampshire,Republican,365654,806182,0.45356259504677604
2023,New Hampshire,Republican,365654,806182,0.45356259504677604
2024,New Hampshire,Republican,365654,806182,0.45356259504677604
2021,New Jersey,Democrat,2608335,4549353,0.5733419675281298
2022,New Jersey,Democrat,2608335,4549353,0.5733419675281298
2023,New Jersey,Democrat,2608335,4549353,0.5733419675281298
2024,New Jersey,Democrat,2608335,4549353,0.5733419675281298
2021,New Jersey,Other,57744,4549353,0.01269279389838511
2022,New Jersey,Other,57744,4549353,0.01269279389838511
2023,New Jersey,Other,57744,4549353,0.01269279389838511
2024,New Jersey,Other,57744,4549353,0.01269279389838511
2021,New Jersey,Republican,1883274,4549353,0.41396523857348505
2022,New Jersey,Republican,1883274,4549353,0.41396523857348505
2023,New Jersey,Republican,1883274,4549353,0.41396523857348505
2024,New Jersey,Republican,1883274,4549353,0.41396523857348505
2021,New Mexico,Democrat,501614,923965,0.5428928584957222
2022,New Mexico,Democrat,501614,923965,0.5428928584957222
2023,New Mexico,Democrat,501614,923965,0.5428928584957222
2024,New Mexico,Democrat,501614,923965,0.5428928584957222
2021,New Mexico,Other,20457,923965,0.02214044904298323
2022,New Mexico,Other,20457,923965,0.02214044904298323
2023,New Mexico,Other,20457,923965,0.02214044904298323
2024,New Mexico,Other,20457,923965,0.02214044904298323
2021,New Mexico,Republican,401894,923965,0.43496669246129455
2022,New Mexico,Republican,401894,923965,0.43496669246129455
2023,New Mexico,Republican,401894,923965,0.43496669246129455
2024,New Mexico,Republican,401894,923965,0.43496669246129455
2021,New York,Democrat,5230985,8661735,0.603918845358349
2022,New York,Democrat,5230985,8661735,0.603918845358349
2023,New York,Democrat,5230985,8661735,0.603918845358349
2024,New York,Democrat,5230985,8661735,0.603918845358349
2021,New York,Other,185952,8661735,0.021468216240741606
2022,New York,Other,185952,8661735,0.021468216240741606
2023,New York,Other,185952,8661735,0.021468216240741606
2024,New York,Other,185952,8661735,0.021468216240741606
2021,New York,Republican,3244798,8661735,0.3746129384009093
2022,New York,Republican,3244798,8661735,0.3746129384009093
2023,New York,Republican,3244798,8661735,0.3746129384009093
2024,New York,Republican,3244798,8661735,0.3746129384009093
2021,North Carolina,Democrat,2684292,5524802,0.4858621177736324
2022,North Carolina,Democrat,2684292,5524802,0.4858621177736324
2023,North Carolina,Democrat,2684292,5524802,0.4858621177736324
2024,North Carolina,Democrat,2684292,5524802,0.4858621177736324
2021,North Carolina,Other,81737,5524802,0.014794557343412488
2022,North Carolina,Other,81737,5524802,0.014794557343412488
2023,North Carolina,Other,81737,5524802,0.014794557343412488
2024,North Carolina,Other,81737,5524802,0.014794557343412488
2021,North Carolina,Republican,2758773,5524802,0.4993433248829551
2022,North Carolina,Republican,2758773,5524802,0.4993433248829551
2023,North Carolina,Republican,2758773,5524802,0.4993433248829551
2024,North Carolina,Republican,2758773,5524802,0.4993433248829551
2021,North Dakota,Democrat,114902,361819,0.31756762359080093
